0	9.99999971718069E-10
0.001	0.00112838686437433
0.002	0.00225677023953186
0.003	0.00338514887271368
0.004	0.00451352051114295
0.005	0.00564188290203638
0.006	0.00677023379262576
0.007	0.007898570930161
0.008	0.00902689206193197
0.009	0.0101551949352791
0.01	0.0112834772976091
0.011	0.0124117368964076
0.012	0.0135399714792518
0.013	0.014668178793829
0.014	0.015796356587943
0.015	0.0169245026095372
0.016	0.0180526146066999
0.017	0.0191806903276829
0.018	0.0203087275209151
0.019	0.0214367239350143
0.02	0.0225646773188034
0.021	0.023692585421323
0.022	0.0248204459918439
0.023	0.0259482567798853
0.024	0.0270760155352221
0.025	0.0282037200079074
0.026	0.0293313679482774
0.027	0.0304589571069693
0.028	0.031586485234937
0.029	0.0327139500834617
0.03	0.0338413494041669
0.031	0.0349686809490332
0.032	0.0360959424704098
0.033	0.0372231317210289
0.034	0.0383502464540236
0.035	0.0394772844229349
0.036	0.0406042433817302
0.037	0.0417311210848154
0.038	0.0428579152870492
0.039	0.0439846237437562
0.04	0.0451112442107409
0.041	0.0462377744443024
0.042	0.0473642122012459
0.043	0.0484905552389002
0.044	0.049616801315126
0.045	0.0507429481883351
0.046	0.0518689936175001
0.047	0.0529949353621703
0.048	0.0541207711824843
0.049	0.0552464988391848
0.05	0.0563721160936307
0.051	0.0574976207078119
0.052	0.0586230104443629
0.053	0.0597482830665763
0.054	0.060873436338416
0.055	0.0619984680245315
0.056	0.0631233758902694
0.057	0.0642481577016923
0.058	0.0653728112255848
0.059	0.0664973342294739
0.06	0.0676217244816394
0.061	0.0687459797511262
0.062	0.0698700978077627
0.063	0.0709940764221692
0.064	0.0721179133657728
0.065	0.0732416064108229
0.066	0.0743651533304031
0.067	0.0754885518984439
0.068	0.0766117998897398
0.069	0.0777348950799579
0.07	0.0788578352456538
0.071	0.0799806181642876
0.0720000000000001	0.0811032416142319
0.0730000000000001	0.0822257033747895
0.0740000000000001	0.0833480012262057
0.0750000000000001	0.0844701329496805
0.0760000000000001	0.0855920963273837
0.0770000000000001	0.0867138891424678
0.0780000000000001	0.0878355091790803
0.0790000000000001	0.0889569542223787
0.0800000000000001	0.0900782220585434
0.0810000000000001	0.0911993104747902
0.0820000000000001	0.0923202172593844
0.0830000000000001	0.0934409402016539
0.0840000000000001	0.0945614770920026
0.0850000000000001	0.095681825721923
0.0860000000000001	0.0968019838840125
0.0870000000000001	0.0979219493719813
0.0880000000000001	0.09904171998067
0.0890000000000001	0.100161293506063
0.0900000000000001	0.101280667745298
0.0910000000000001	0.102399840496684
0.0920000000000001	0.103518809559709
0.0930000000000001	0.104637572735058
0.0940000000000001	0.105756127824624
0.0950000000000001	0.106874472631524
0.0960000000000001	0.107992604960105
0.0970000000000001	0.109110522615966
0.0980000000000001	0.110228223405965
0.0990000000000001	0.111345705138235
0.1	0.112462965622195
0.101	0.113580002668568
0.102	0.114696814089385
0.103	0.115813397698007
0.104	0.116929751309134
0.105	0.118045872738818
0.106	0.119161759804478
0.107	0.120277410324908
0.108	0.121392822120298
0.109	0.12250799301224
0.11	0.123622920823743
0.111	0.124737603379249
0.112	0.125852038504641
0.113	0.126966224027258
0.114	0.12808015777591
0.115	0.129193837580887
0.116	0.130307261273976
0.117	0.13142042668847
0.118	0.132533331659183
0.119	0.133645974022463
