0.100000	3.263374	0.363134	3.263374
0.200000	2.535028	0.652951	2.535028
0.300000	1.823243	0.870692	1.823243
0.400000	1.136299	1.018427	1.136299
0.500000	0.482477	1.099056	0.482477
0.600000	-0.129944	1.116303	-0.129944
0.700000	-0.692682	1.074723	-0.692682
0.800000	-1.197458	0.979698	-1.197458
0.900000	-1.635991	0.837439	-1.635991
1.000000	-2.000000	0.654984	-2.000000
1.100000	-2.283486	0.440143	-2.283486
1.200000	-2.489570	0.200867	-2.489570
1.300000	-2.623654	-0.055371	-2.623654
1.400000	-2.691140	-0.321644	-2.691140
1.500000	-2.697430	-0.591560	-2.697430
1.600000	-2.647925	-0.859270	-2.647925
1.700000	-2.548028	-1.119465	-2.548028
1.800000	-2.403140	-1.367376	-2.403140
1.900000	-2.218663	-1.598773	-2.218663
2.000000	-2.000000	-1.809969	-2.000000
2.100000	-1.751430	-1.997786	-1.751430
2.200000	-1.472748	-2.159251	-1.472748
2.300000	-1.162627	-2.291287	-1.162627
2.400000	-0.819739	-2.390684	-0.819739
2.500000	-0.442758	-2.454099	-0.442758
2.600000	-0.030356	-2.478055	-0.030356
2.700000	0.418793	-2.458945	0.418793
2.800000	0.906018	-2.393027	0.906018
2.900000	1.432644	-2.276428	1.432644
3.000000	2.000000	-2.105141	2.000000
3.100000	2.604206	-1.875156	2.604206
3.200000	3.220563	-1.583895	3.220563
3.300000	3.819162	-1.231636	3.819162
3.400000	4.370097	-0.821651	4.370097
3.500000	4.843462	-0.360202	4.843462
3.600000	5.209351	0.143459	5.209351
3.700000	5.437855	0.677089	5.437855
3.800000	5.499069	1.225454	5.499069
3.900000	5.363086	1.770329	5.363086
4.000000	5.000000	2.290501	5.000000
4.100000	4.394604	2.762130	4.394604
4.200000	3.590498	3.162798	3.590498
4.300000	2.645980	3.475549	2.645980
4.400000	1.619351	3.689257	1.619351
4.500000	0.568909	3.798625	0.568909
4.600000	-0.447046	3.804188	-0.447046
4.700000	-1.370213	3.712309	-1.370213
4.800000	-2.142295	3.535182	-2.142295
4.900000	-2.704990	3.290830	-2.704990
5.000000	-3.000000	3.003107	-3.000000
5.100000	-2.988624	2.701206	-2.988624
5.200000	-2.710554	2.414272	-2.710554
5.300000	-2.225082	2.166009	-2.225082
5.400000	-1.591499	1.974192	-1.591499
5.500000	-0.869097	1.850669	-0.869097
5.600000	-0.117168	1.801357	-0.117168
5.700000	0.604998	1.826244	0.604998
5.800000	1.238109	1.919388	1.238109
5.900000	1.722873	2.068921	1.722873
6.000000	2.000000	2.257042	2.000000
6.100000	2.026890	2.460440	2.026890
6.200000	1.827717	2.654884	1.827717
6.300000	1.443347	2.819810	1.443347
6.400000	0.914647	2.938743	0.914647
6.500000	0.282481	2.999291	0.282481
6.600000	-0.412283	2.993152	-0.412283
6.700000	-1.128779	2.916110	-1.128779
6.800000	-1.826141	2.768034	-1.826141
6.900000	-2.463504	2.552882	-2.463504
7.000000	-3.000000	2.278696	-3.000000
7.100000	-3.403937	1.957377	-3.403937
7.200000	-3.680315	1.602160	-3.680315
7.300000	-3.843307	1.225093	-3.843307
7.400000	-3.907087	0.836806	-3.907087
7.500000	-3.885827	0.446511	-3.885827
7.600000	-3.793701	0.062003	-3.793701
7.700000	-3.644882	-0.310340	-3.644882
7.800000	-3.453543	-0.665556	-3.453543
7.900000	-3.233858	-1.000104	-3.233858
8.000000	-3.000000	-1.311856	-3.000000
