x	Sin(x)	Cos(x)
-1.95917139458102	-0.925525618921678	-0.37868499933275
-1.95288191979906	-0.927889027296509	-0.372856477780309
-1.9465924450171	-0.930215730828604	-0.367013207008965
-1.94030297023514	-0.932505637479707	-0.361155418163101
-1.93401349545318	-0.934758656667151	-0.355283342961394
-1.92772402067121	-0.936974699267438	-0.349397213687651
-1.92143454588925	-0.939153677619768	-0.343497263181623
-1.91514507110729	-0.941295505529503	-0.337583724829792
-1.90885559632533	-0.943400098271581	-0.331656832556139
-1.90256612154337	-0.945467372593863	-0.32571682081289
-1.89627664676141	-0.94749724672043	-0.319763924571245
-1.88998717197945	-0.949489640354813	-0.313798379312079
-1.88369769719748	-0.951444474683177	-0.307820421016628
-1.87740822241552	-0.953361672377429	-0.301830286157157
-1.87111874763356	-0.955241157598287	-0.295828211687602
-1.8648292728516	-0.957082855998271	-0.289814435034201
-1.85853979806964	-0.95888669472465	-0.283789194086097
-1.85225032328768	-0.960652602422321	-0.277752727185931
-1.84596084850571	-0.962380509236633	-0.271705273120413
-1.83967137372375	-0.964070346816151	-0.265647071110876
-1.83338189894179	-0.965722048315355	-0.259578360803816
-1.82709242415983	-0.96733554839729	-0.253499382261405
-1.82080294937787	-0.96891078323615	-0.247410375952002
-1.81451347459591	-0.970447690519797	-0.241311582740639
-1.80822399981395	-0.971946209452234	-0.23520324387949
-1.80193452503198	-0.973406280756003	-0.22908560099833
-1.79564505025002	-0.974827846674534	-0.222958896094977
-1.78935557546806	-0.97621085097443	-0.216823371525719
-1.7830661006861	-0.977555238947686	-0.210679269995726
-1.77677662590414	-0.978860957413861	-0.204526834549451
-1.77048715112218	-0.980127954722177	-0.198366308561013
-1.76419767634021	-0.981356180753559	-0.192197935724573
-1.75790820155825	-0.982545586922628	-0.186021960044692
-1.75161872677629	-0.98369612617961	-0.17983862582668
-1.74532925199433	-0.984807753012208	-0.17364817766693
-1.73903977721237	-0.985880423447396	-0.167450860443246
-1.73275030243041	-0.98691409505316	-0.161246919305152
-1.72646082764844	-0.987908726940178	-0.155036599664198
-1.72017135286648	-0.988864279763436	-0.148820147184249
-1.71388187808452	-0.989780715723783	-0.142597807771771
-1.70759240330256	-0.990657998569432	-0.1363698275661
-1.7013029285206	-0.991496093597385	-0.130136452929708
-1.69501345373864	-0.992294967654814	-0.123897930438455
-1.68872397895668	-0.993054589140368	-0.117654506871839
-1.68243450417471	-0.993774928005424	-0.111406429203228
-1.67614502939275	-0.994455955755278	-0.105153944590098
-1.66985555461079	-0.995097645450266	-0.0988973003642497
-1.66356607982883	-0.995699971706838	-0.0926367440220273
-1.65727660504687	-0.996262910698554	-0.0863725232145284
-1.65098713026491	-0.996786440157034	-0.0801048857378071
-1.64469765548294	-0.997270539372833	-0.073834079523072
-1.63840818070098	-0.997715189196261	-0.0675603526268785
-1.63211870591902	-0.998120372038146	-0.0612839532213163
-1.62582923113706	-0.998486071870522	-0.055005129584193
-1.6195397563551	-0.998812274227269	-0.0487241300892122
-1.61325028157314	-0.999098966204681	-0.0424412031961483
-1.60696080679118	-0.999346136461981	-0.0361565974410191
-1.60067133200921	-0.999553775221764	-0.0298705614262533
-1.59438185722725	-0.999721874270389	-0.023583343810857
-1.58809238244529	-0.9998504269583	-0.0172951933005774
-1.58180290766333	-0.999939428200294	-0.0110063586380647
-1.57551343288137	-0.999988874475714	-0.0047170885930321
-1.56922395809941	-0.999998763828597	0.00157236804758454
-1.56293448331744	-0.999969095867747	0.00786176248946812
-1.55664500853548	-0.999899871766749	0.014150845940762
-1.55035553375352	-0.999791094263926	0.0204393696219116
-1.54406605897156	-0.99964276766223	0.0267270847755049
-1.5377765841896	-0.999454897829069	0.0330137426761135
-1.53148710940764	-0.999227492196079	0.0392990946401313
-1.52519763462568	-0.998960559758827	0.0455828920356112
-1.51890815984371	-0.998654111076456	0.0518648862921009
-1.51261868506175	-0.998308158271268	0.0581448289104757
-1.50632921027979	-0.997922715028243	0.0644224714727682
-1.50003973549783	-0.9974977965945	0.0706975656519947
-1.49375026071587	-0.99703341977869	0.0769698632219793
-1.48746078593391	-0.996529602950337	0.0832391160671727
-1.48117131115194	-0.995986366039104	0.0895050761924665
-1.47488183636998	-0.995403730534013	0.0957674957330038
-1.46859236158802	-0.994781719482585	0.102026126963984
-1.46230288680606	-0.994120357489939	0.108280722310462
-1.4560134120241	-0.993419670717811	0.114531034357141
-1.44972393724214	-0.99267968688352	0.120776815858161
-1.44343446246018	-0.991900435258877	0.127017819746879
-1.43714498767821	-0.99108194666902	0.13325379914564
-1.43085551289625	-0.990224253491199	0.139484507375545
-1.42456603811429	-0.989327389653494	0.145709697966211
-1.41827656333233	-0.988391390633473	0.151929124665516
-1.41198708855037	-0.987416293456789	0.158142541449341
-1.40569761376841	-0.986402136695715	0.164349702531306
-1.39940813898644	-0.985348960467617	0.17055036237249
-1.39311866420448	-0.984256806433369	0.176744275691141
-1.38682918942252	-0.983125717795704	0.182931197472387
-1.38053971464056	-0.981955739297507	0.189110882977916
-1.3742502398586	-0.98074691722004	0.19528308775567
-1.36796076507664	-0.979499299381116	0.201447567649505
-1.36167129029468	-0.978212935133208	0.207604078808855
-1.35538181551271	-0.976887875361493	0.213752377698376
-1.34909234073075	-0.975524172481839	0.219892221107578
-1.34280286594879	-0.974121880438736	0.226023366160449
-1.33651339116683	-0.97268105470316	0.232145570325062
-1.33022391638487	-0.971201752270376	0.238258591423165
-1.32393444160291	-0.969684031657688	0.244362187639767
-1.31764496682094	-0.968127952902119	0.250456117532698
-1.31135549203898	-0.966533577558041	0.256540140042165
-1.30506601725702	-0.964900968694739	0.262614014500282
-1.29877654247506	-0.963230190893913	0.268677500640595
-1.2924870676931	-0.961521310247126	0.274730358607583
-1.28619759291114	-0.959774394353189	0.280772348966149
-1.27990811812918	-0.957989512315489	0.28680323271109
-1.27361864334721	-0.956166734739251	0.29282277127655
-1.26732916856525	-0.954306133728749	0.29883072654546
-1.26103969378329	-0.952407782884451	0.304826860858953
-1.25475021900133	-0.950471757300112	0.310810937025771
-1.24846074421937	-0.948498133559795	0.316782718331643
-1.24217126943741	-0.946486989734852	0.322741968548649
-1.23588179465544	-0.944438405380829	0.328688451944569
-1.22959231987348	-0.942352461534319	0.334621933292201
-1.22330284509152	-0.940229240709759	0.340542177878674
-1.21701337030956	-0.938068826896166	0.346448951514723
-1.2107238955276	-0.935871305553812	0.352342020543964
-1.20443442074564	-0.933636763610846	0.358221151852127
-1.19814494596368	-0.931365289459854	0.364086112876284
-1.19185547118171	-0.929056972954363	0.369936671614043
-1.18556599639975	-0.926711905405285	0.375772596632732
-1.17927652161779	-0.924330179577308	0.381593657078548
-1.17298704683583	-0.921911889685225	0.387399622685693
-1.16669757205387	-0.919457131390205	0.393190263785479
-1.16040809727191	-0.916966001796013	0.398965351315416
-1.15411862248994	-0.914438599445166	0.404724656828273
-1.14782914770798	-0.911875024315034	0.410467952501114
-1.14153967292602	-0.909275377813888	0.416195011144308
-1.13525019814406	-0.906639762776889	0.421905606210519
-1.1289607233621	-0.903968283462016	0.427599511803669
-1.12267124858014	-0.901261045545945	0.433276502687868
-1.11638177379817	-0.898518156119867	0.43893635429633
-1.11009229901621	-0.895739723685255	0.444578842740253
-1.10380282423425	-0.892925858149569	0.450203744817673
-1.09751334945229	-0.890076670821906	0.455810838022301
-1.09122387467033	-0.887192274408604	0.461399900552317
-1.08493439988837	-0.884272783008778	0.466970711319148
-1.07864492510641	-0.881318312109807	0.472523049956212
-1.07235545032444	-0.878328978582769	0.478056696827636
-1.06606597554248	-0.875304900677813	0.483571433036944
-1.05977650076052	-0.872246198019486	0.489067040435717
-1.05348702597856	-0.869152991601999	0.494543301632219
-1.0471975511966	-0.866025403784439	0.5
-1.04090807641464	-0.862863558285931	0.505436919686464
-1.03461860163267	-0.859667580180745	0.510853845621408
-1.02832912685071	-0.856437595893346	0.516250563525529
-1.02203965206875	-0.853173733193393	0.521626859918898
-1.01575017728679	-0.849876121190687	0.526982522129409
-1.00946070250483	-0.846544890330061	0.532317338301192
-1.00317122772287	-0.843180172386222	0.537631097402987
-0.996881752940905	-0.83978210045854	0.542923589236499
-0.990592278158944	-0.836350808965776	0.54819460444471
-0.984302803376982	-0.832886433640773	0.553443934520158
-0.978013328595021	-0.829389111525083	0.558671371813192
-0.971723853813059	-0.825858980963543	0.563876709540178
-0.965434379031098	-0.822296181598809	0.569059741791684
-0.959144904249136	-0.818700854365828	0.574220263540623
-0.952855429467175	-0.815073141486262	0.579358070650367
-0.946565954685213	-0.811413186462866	0.584472959882815
-0.940276479903252	-0.807721134073807	0.589564728906439
-0.93398700512129	-0.803997130366941	0.594633176304286
-0.927697530339328	-0.800241322654032	0.599678101581945
-0.921408055557367	-0.796453859504929	0.604699305175475
-0.915118580775405	-0.792634890741685	0.609696588459307
-0.908829105993444	-0.788784567432631	0.614669753754092
-0.902539631211482	-0.784903041886404	0.619618604334529
-0.896250156429521	-0.780990467645918	0.624542944437139
-0.889960681647559	-0.777046999482289	0.629442579268016
-0.883671206865598	-0.773072793388718	0.634317315010528
-0.877381732083636	-0.769068006574317	0.639166958832985
-0.871092257301675	-0.76503279745789	0.643991318896268
-0.864802782519713	-0.760967325661668	0.648790204361417
-0.858513307737752	-0.756871752004992	0.653563425397179
-0.85222383295579	-0.752746238497955	0.658310793187519
-0.845934358173828	-0.748590948334991	0.663032119939087
-0.839644883391867	-0.744406045888419	0.667727218888648
-0.833355408609905	-0.740191696701944	0.672395904310472
-0.827065933827944	-0.735948067484103	0.677037991523676
-0.820776459045982	-0.731675326101678	0.681653296899533
-0.814486984264021	-0.727373641573049	0.686241637868733
-0.808197509482059	-0.723043184061509	0.690802832928611
-0.801908034700098	-0.718684124868538	0.695336701650318
-0.795618559918136	-0.714296636427021	0.699843064685965
-0.789329085136175	-0.709880892294429	0.704321743775716
-0.783039610354213	-0.705437067145953	0.708772561754838
-0.776750135572251	-0.700965336767598	0.71319534256071
-0.77046066079029	-0.696465878049222	0.717589911239788
-0.764171186008328	-0.691938868977546	0.721956093954525
-0.757881711226366	-0.68738448862911	0.726293717990247
-0.751592236444405	-0.682802917163189	0.730602611761989
-0.745302761662443	-0.678194335814666	0.734882604821276
-0.739013286880482	-0.673558926886866	0.739133527862871
-0.73272381209852	-0.66889687374434	0.74335521273147
-0.726434337316559	-0.664208360805614	0.747547492428353
-0.720144862534597	-0.659493573535896	0.751710201117993
-0.713855387752636	-0.654752698439735	0.755843174134612
-0.707565912970674	-0.649985923053647	0.759946247988697
-0.701276438188713	-0.645193435938694	0.764019260373469
-0.694986963406751	-0.640375426673026	0.768062050171299
-0.68869748862479	-0.635532085844384	0.772074457460086
-0.682408013842828	-0.630663605042557	0.776056323519579
-0.676118539060866	-0.625770176851806	0.780007490837658
-0.669829064278905	-0.620851994843244	0.783927803116566
-0.663539589496943	-0.61590925356718	0.787817105279087
-0.657250114714982	-0.610942148545423	0.791675243474685
-0.65096063993302	-0.605950876263548	0.79550206508559
-0.644671165151059	-0.600935634163123	0.79929741873283
-0.638381690369097	-0.595896620633898	0.803061154282225
-0.632092215587136	-0.590834035005958	0.806793122850324
-0.625802740805174	-0.58574807754184	0.810493176810292
-0.619513266023213	-0.580638949428606	0.814161169797753
-0.613223791241251	-0.57550685276989	0.817796956716578
-0.60693431645929	-0.570351990577902	0.821400393744625
-0.600644841677328	-0.565174566765393	0.82497133833943
-0.594355366895366	-0.559974786137595	0.828509649243842
-0.588065892113405	-0.554752854384117	0.832015186491614
-0.581776417331443	-0.549508978070806	0.835487811412936
-0.575486942549482	-0.544243364631579	0.838927386639927
-0.56919746776752	-0.538956222360217	0.842333776112062
-0.562907992985559	-0.533647760402122	0.845706845081556
-0.556618518203597	-0.528318188746052	0.849046460118698
-0.550329043421636	-0.522967718215803	0.852352489117124
-0.544039568639674	-0.517596560461879	0.855624801299047
-0.537750093857713	-0.512204927953115	0.858863267220426
-0.531460619075751	-0.506793033968273	0.862067758776091
-0.52517114429379	-0.501361092587606	0.865238149204808
-0.518881669511828	-0.495909318684389	0.868374313094293
-0.512592194729866	-0.490437927916421	0.871476126386172
-0.506302719947905	-0.484947136717488	0.874543466380894
-0.500013245165943	-0.47943716228881	0.877576211742578
-0.493723770383982	-0.473908222590443	0.880574242503815
-0.48743429560202	-0.468360536332661	0.883537440070415
-0.481144820820059	-0.462794322967299	0.886465687226099
-0.474855346038097	-0.457209802679079	0.88935886813713
-0.468565871256136	-0.451607196376895	0.892216868356904
-0.462276396474174	-0.445986725685076	0.895039574830468
-0.455986921692213	-0.44034861293462	0.897826875898999
-0.449697446910251	-0.434693081154396	0.900578661304218
-0.443407972128289	-0.429020354062326	0.903294822192752
-0.437118497346328	-0.423330656056534	0.90597525112044
-0.430829022564366	-0.417624212206467	0.908619842056582
-0.424539547782405	-0.411901248243993	0.911228490388136
-0.418250073000443	-0.406161990554472	0.913801092923853
-0.411960598218482	-0.400406666167804	0.916337547898363
-0.40567112343652	-0.394635502749441	0.918837754976196
-0.399381648654558	-0.388848728591388	0.921301615255754
-0.393092173872597	-0.383046572603168	0.923729031273222
-0.386802699090635	-0.37722926430277	0.926119907006426
-0.380513224308674	-0.371397033807568	0.928474147878626
-0.374223749526712	-0.365550111825219	0.930791660762262
-0.367934274744751	-0.359688729644536	0.933072353982637
-0.361644799962789	-0.353813119126339	0.935316137321543
-0.355355325180827	-0.347923512694284	0.937522922020827
-0.349065850398866	-0.342020143325669	0.939692620785908
-0.342776375616904	-0.336103244542216	0.941825147789225
-0.336486900834943	-0.330173050400837	0.943920418673633
-0.330197426052981	-0.324229795484371	0.945978350555742
-0.32390795127102	-0.318273714892309	0.947998862029195
-0.317618476489058	-0.31230504423149	0.949981873167887
-0.311329001707097	-0.306324019606784	0.951927305529126
-0.305039526925135	-0.300330877611751	0.95383508215674
-0.298750052143174	-0.294325855319282	0.955705127584117
-0.292460577361212	-0.288309190272222	0.957537367837191
-0.286171102579251	-0.282281120473972	0.95933173043737
-0.279881627797289	-0.276241884379074	0.961088144404403
-0.273592153015327	-0.270191720883782	0.962806540259184
-0.267302678233366	-0.264130869316606	0.964486850026507
-0.261013203451404	-0.25805956942885	0.966129007237748
-0.254723728669443	-0.251978061385125	0.967732946933499
-0.248434253887481	-0.24588658575385	0.969298605666135
-0.24214477910552	-0.239785383497736	0.970825921502328
-0.235855304323558	-0.233674695964253	0.972314834025489
-0.229565829541597	-0.227554764876083	0.973765284338167
-0.223276354759635	-0.221425832321559	0.975177215064372
-0.216986879977674	-0.215288140745091	0.976550570351849
-0.210697405195712	-0.209141932937568	0.977885295874285
-0.204407930413751	-0.202987452026762	0.979181338833458
-0.198118455631789	-0.196824941467705	0.980438647961327
-0.191828980849827	-0.190654645033065	0.981657173522058
-0.185539506067866	-0.184476806803492	0.982836867313995
-0.179250031285904	-0.178291671157976	0.983977682671561
-0.172960556503943	-0.172099482764169	0.985079574467111
-0.166671081721981	-0.165900486568714	0.986142499112711
-0.16038160694002	-0.15969492778755	0.987166414561866
-0.154092132158058	-0.153483051896216	0.988151280311179
-0.147802657376097	-0.147265104620141	0.989097057401961
-0.141513182594135	-0.14104133192492	0.990003708421764
-0.135223707812174	-0.134811980006585	0.990871197505864
-0.128934233030212	-0.128577295281869	0.991699490338681
-0.12264475824825	-0.122337524378457	0.992488554155135
-0.116355283466289	-0.11609291412523	0.993238357741943
-0.110065808684327	-0.1098437115425	0.993948871438852
-0.103776333902366	-0.103590163832239	0.994620067139815
-0.0974868591204041	-0.0973325183683027	0.995251918294099
-0.0911973843384426	-0.091071022686641	0.99584439990734
-0.0849079095564811	-0.0848059244755094	0.996397488542527
-0.0786184347745196	-0.0785374715656698	0.996911162320932
-0.0723289599925581	-0.0722659119205873	0.997385400922976
-0.0660394852105965	-0.0659914936266208	0.997820185589031
-0.059750010428635	-0.0597144648832102	0.998215499120161
-0.0534605356466735	-0.0534350739930578	0.998571325878806
-0.047171060864712	-0.0471535693523061	0.998887651789398
-0.0408815860827501	-0.0408701994407116	0.999164464338918
-0.0345921113007885	-0.0345852128118173	0.999401752577391
-0.028302636518827	-0.0282988580831182	0.999599507118322
-0.0220131617368655	-0.0220113839262277	0.999757720139061
-0.015723686954904	-0.0157230390570411	0.999876385381118
-0.00943421217294249	-0.00943407222589692	0.999955498150411
-0.00314473739098098	-0.00314473220773656	0.999995055317446
0.00314473739098053	0.00314473220773612	0.999995055317446
0.00943421217294205	0.00943407222589648	0.999955498150411
0.0157236869549036	0.0157230390570407	0.999876385381118
0.0220131617368651	0.0220113839262272	0.999757720139061
0.0283026365188266	0.0282988580831177	0.999599507118322
0.0345921113007881	0.0345852128118169	0.999401752577391
0.0408815860827501	0.0408701994407116	0.999164464338918
0.0471710608647116	0.0471535693523056	0.998887651789398
0.0534605356466731	0.0534350739930573	0.998571325878806
0.0597500104286346	0.0597144648832098	0.998215499120161
0.0660394852105961	0.0659914936266204	0.997820185589031
0.0723289599925576	0.0722659119205868	0.997385400922976
0.0786184347745191	0.0785374715656694	0.996911162320932
0.0849079095564806	0.0848059244755089	0.996397488542527
0.0911973843384422	0.0910710226866405	0.99584439990734
0.0974868591204037	0.0973325183683023	0.995251918294099
0.103776333902365	0.103590163832239	0.994620067139815
0.110065808684327	0.1098437115425	0.993948871438852
0.116355283466288	0.11609291412523	0.993238357741943
0.12264475824825	0.122337524378457	0.992488554155135
0.128934233030212	0.128577295281869	0.991699490338681
0.135223707812173	0.134811980006584	0.990871197505864
0.141513182594135	0.141041331924919	0.990003708421764
0.147802657376096	0.147265104620141	0.989097057401961
