-5	0.958924274663138	0	0.187235699580798
-4.9	0.977035077575387	0.0968132867880717	0.168852688205853
-4.8	0.991469278212646	0.19528446210591	0.113703654081019
-4.7	0.998550274299927	0.294862035612268	0.021788597206295
-4.6	0.994737485734677	0.394628732906292	-0.0994962767921474
-4.5	0.978972371767367	0.493409507586261	-0.213834442632679
-4.4	0.952364909192419	0.59006179563951	-0.316343248944896
-4.3	0.916097869280551	0.683560508577015	-0.407070453541754
-4.2	0.871154818938359	0.77299333974402	-0.491306560813829
-4.1	0.817933355615438	0.857515525265329	-0.572638713156339
-4	0.756723874804744	0.936313743617515	-0.651066910569283
-3.9	0.687843827495397	1.00860415597682	-0.725352296123062
-3.8	0.611938675587582	1.07364824148367	-0.791304719371579
-3.7	0.529872088153414	1.13078650991012	-0.848581006650126
-3.6	0.442511785200527	1.17944619893378	-0.897165728416198
-3.5	0.350746183112998	1.21914194269265	-0.936580140253791
-3.4	0.255508991765889	1.24947971591439	-0.966597513607786
-3.3	0.15773991500756	1.27015934486546	-0.987217848478183
-3.2	0.0583837091374932	1.28097472201949	-0.998241343388825
-3.1	-0.0415721367597521	1.28181609424909	-0.999193676240323
-3	-0.14111864644742	1.27267393920786	-0.990054619197279
-2.9	-0.239247071037741	1.25363964443959	-0.970861882089237
-2.8	-0.334976464281003	1.22490456160075	-0.942174594611044
-2.7	-0.427371712326961	1.18675548975663	-0.904178978143166
-2.6	-0.515501982276647	1.1395723850719	-0.856875032685602
-2.5	-0.598455676215872	1.08382787245406	-0.800932135708694
-2.4	-0.675438100620505	1.02008029450109	-0.737465202327043
-2.3	-0.745698486669897	0.948964320275129	-0.666491368603888
-2.2	-0.808489339746653	0.871189655057384	-0.588242302253922
-2.1	-0.863177832245832	0.787536700704999	-0.504727398941378
-2	-0.909274789777275	0.698840473107142	-0.416411602899213
-1.9	-0.946300123068021	0.605984130224233	-0.323294914127428
-1.8	-0.973822732025437	0.509897656446536	-0.226899496443436
-1.7	-0.991628845790061	0.411543467064704	-0.128966907174049
-1.6	-0.99956493912525	0.311900887969505	-0.0294990878547486
-1.5	-0.99748544115225	0.211964494524916	0.0710427381927389
-1.4	-0.985413681797388	0.112737012600523	0.170073670485313
-1.3	-0.963534462739026	0.0152086734888879	0.267191932262715
-1.2	-0.932039068644918	-0.079649340222589	0.362389860463127
-1.1	-0.891184314371495	-0.170886725651083	0.453849393670452
-1	-0.841440356177802	-0.257589896299546	0.54017393886853
-0.900000000000001	-0.783320692864764	-0.338895606715998	0.621363496057361
-0.800000000000001	-0.717349256498641	-0.413992123224048	0.696913790745681
-0.700000000000001	-0.64419398217952	-0.48212593995961	0.764899552730726
